"ACCID","STATEMENTID","TX_ID","TX_DATE","AMOUNT","DESCRIPTION","CATEGORY",
"150108","257","1480","2015-03-09","-8.00","SULTANS","EATING OUT",
"150108","257","1481","2015-03-13","-36.00","HEINEN'S FINE FOODS","SHOPPING",
"150108","257","1482","2015-03-18","-86.00","RANI'S WORLD FOODS","ONLINE SHOPPING",
"150108","257","1483","2015-03-23","-9.00","GIANT EAGLE","SHOPPING",
"150108","257","1484","2015-03-25","-56.00","AMEX TRAVEL","FOREX",
"150108","257","1485","2015-03-28","-96.00","GROCER'S PRIDE","ONLINE SHOPPING",
"150108","257","1486","2015-03-30","-52.00","WINN-DIXIE","ONLINE SHOPPING",
"150108","258","1487","2015-04-30","231.00","REFUND","PAYMENT",
"150108","258","1488","2015-04-01","-5.00","FOOD PAVILION","GROCERIES",
"150108","258","1489","2015-04-06","-42.00","BELLE FOODS","GROCERIES",
"150108","258","1490","2015-04-09","-30.00","HOTEL GULDSMEDEN","ACCOMODATION",
"150108","258","1491","2015-04-10","-12.00","FOOD 4 LESS","ONLINE SHOPPING",
"150108","258","1492","2015-04-15","-57.00","BASHAS'","SHOPPING",
"150108","258","1493","2015-04-17","-30.00","NOB HILL FOODS","GROCERIES",
"150108","258","1494","2015-04-18","-25.00","ROUNDY'S","ONLINE SHOPPING",
"150108","258","1495","2015-04-22","-70.00","MURCO TEN PIN","FUEL",
"150108","258","1496","2015-04-25","-90.00","HOTEL GRAMONT","ACCOMODATION",
"150108","258","1497","2015-04-29","-67.00","BI-MART","SHOPPING",
"150109","259","1498","2014-11-14","5.00","PAYMENT","PAYMENT",
"150109","259","1499","2014-11-01","-43.00","INSURETHEBOX LTD","INSURANCE",
"150109","259","1500","2014-11-02","0.00","DIPNEET JEWELLERS","SHOPPING",
"150109","259","1501","2014-11-05","-21.00","AI HOA SUPERMARKET","ONLINE SHOPPING",
"150109","259","1502","2014-11-08","-17.00","VUE BLS LIMITED","ENTERTAINMENT",
"150109","259","1503","2014-11-10","-8.00","BEALLS","SHOPPING",
"150109","259","1504","2014-11-14","-39.00","DOROTHY LANE MARKET","SHOPPING",
"150109","259","1505","2014-11-17","-93.00","UWAJIMAYA","SHOPPING",
"150109","259","1506","2014-11-19","-30.00","V. BUTLER'S STORE","SHOPPING",
"150109","259","1507","2014-11-22","-12.00","PUBLIX","GROCERIES",
"150109","259","1508","2014-11-27","-25.00","PEHNAVA LIMITED","EATING OUT",
"150109","259","1509","2014-11-28","-62.00","TICKETMASTER","ENTERTAINMENT",
"150109","259","1510","2014-11-29","-52.00","MARGALLA GRILL","EATING OUT",
"150109","260","1511","2014-12-01","-47.00","RIVER ISLAND 050","SHOPPING",
"150109","260","1512","2014-12-06","-12.00","MET FOODS","ONLINE SHOPPING",
"150109","260","1513","2014-12-07","-90.00","HILLER'S MARKET","SHOPPING",
"150109","260","1514","2014-12-09","-44.00","EDWARDS FOOD GIANT","ONLINE SHOPPING",
"150109","260","1515","2014-12-13","-19.00","UNIFIED GROCERS","ONLINE SHOPPING",
"150109","260","1516","2014-12-16","-91.00","WAL-MART","GROCERIES",
"150109","260","1517","2014-12-20","-65.00","BUTERA","GROCERIES",
"150109","260","1518","2014-12-22","-44.00","ROTH'S FRESH MARKETS","ONLINE SHOPPING",
"150109","260","1519","2014-12-27","-76.00","NEW DEAL MARKET","ONLINE SHOPPING",
"150109","260","1520","2014-12-29","-81.00","QDFC - MOBILE DOHA","MOBILE",
"150109","261","1521","2015-01-29","238.00","BONUS","PAYMENT",
"150109","261","1522","2015-01-01","-48.00","PEEBLES","ONLINE SHOPPING",
"150109","261","1523","2015-01-03","-68.00","GIANT FOODS","SHOPPING",
"150109","261","1524","2015-01-07","-16.00","METRO BANK","CASH",
"150109","261","1525","2015-01-10","-32.00","EARTH FARE","ONLINE SHOPPING",
"150109","261","1526","2015-01-15","-98.00","YELLOWSTONE MERCANTILE","SHOPPING",
"150109","261","1527","2015-01-20","-64.00","PIGGLY WIGGLY","SHOPPING",
"150109","261","1528","2015-01-22","-21.00","SUPERIOR GROCERS","GROCERIES",
"150109","261","1529","2015-01-24","-96.00","HUDSON HOTEL (MOTO)","ACCOMODATION",
"150109","261","1530","2015-01-25","-29.00","OYSTER BUS AUTOTOP","TRAVEL",
"150109","261","1531","2015-01-26","-31.00","WA DULLES HILTON 64279","ACCOMODATION",
"150109","261","1532","2015-01-30","-11.00","RAINBOW FOODS","ONLINE SHOPPING",
"150109","261","1533","2015-01-30","-17.00","MARRIOTT","ACCOMODATION",
"150109","262","1534","2015-02-01","-39.00","SPARTAN STORES","ONLINE SHOPPING",
"150109","262","1535","2015-02-01","-7.00","SARA FOODS","EATING OUT",
"150109","262","1536","2015-02-06","-82.00","SAVE-ON-FOODS","SHOPPING",
"150109","262","1537","2015-02-11","-18.00","R RANCH MARKETS","ONLINE SHOPPING",
"150109","262","1538","2015-02-15","-35.00","HARMONS GROCERY","SHOPPING",
"150109","262","1539","2015-02-16","-67.00","YELLOWSTONE MERCANTILE","SHOPPING",
"150109","262","1540","2015-02-21","-67.00","STEWART'S SHOPS","ONLINE SHOPPING",
"150109","262","1541","2015-02-24","-7.00","BEN FRANKLIN STORES","ONLINE SHOPPING",
"150109","262","1542","2015-02-25","-85.00","HOME ECONOMIST","ONLINE SHOPPING",
"150109","262","1543","2015-02-27","-67.00","AFFILIATED FOODS MIDWEST","GROCERIES",
"150109","263","1544","2015-03-01","-68.00","STOP AND SHOP","ONLINE SHOPPING",
"150109","263","1545","2015-03-03","-25.00","GOURMET MARKET","EATING OUT",
"150109","263","1546","2015-03-04","-45.00","NEXT","SHOPPING",
"150109","263","1547","2015-03-05","-63.00","SHOE ZONE","SHOPPING",
"150109","263","1548","2015-03-10","-95.00","MERCEDES-BENZ OWNE","SHOPPING",
"150109","263","1549","2015-03-11","-5.00","UWAJIMAYA","SHOPPING",
"150109","263","1550","2015-03-11","-92.00","FAREWAY","GROCERIES",
"150109","263","1551","2015-03-15","-83.00","RYMAN","SHOPPING",
"150109","263","1552","2015-03-15","-29.00","BAJA RANCH SUPERMARKET","ONLINE SHOPPING",
"150109","263","1553","2015-03-18","-81.00","GROCER'S PRIDE","ONLINE SHOPPING",
"150109","263","1554","2015-03-18","-70.00","GREENFORD SECURITY","FEES",
"150109","263","1555","2015-03-19","-82.00","CHIEF SUPERMARKET","ONLINE SHOPPING",
"150109","263","1556","2015-03-22","-86.00","V. BUTLER'S STORE","SHOPPING",
"150109","263","1557","2015-03-26","-67.00","WESSELMAN'S","SHOPPING",
"150109","263","1558","2015-03-29","-97.00","H-MART","GROCERIES",
"150109","263","1559","2015-03-30","-65.00","EARTH FARE","ONLINE SHOPPING",
"150109","264","1560","2015-04-01","-49.00","GATWICK EXPRESS","TRAVEL",
"150109","264","1561","2015-04-06","0.00","BEL AIR MARKETS","SHOPPING",
"150109","264","1562","2015-04-11","-38.00","THE FRESH MARKET","SHOPPING",
"150109","264","1563","2015-04-15","-3.00","DOROTHY LANE MARKET","SHOPPING",
"150109","264","1564","2015-04-18","-70.00","EUROSTAR (INTERNET UK)","TRAVEL",
"150109","264","1565","2015-04-18","-64.00","HOTELL NORRTULL STOCKHOLM","ACCOMODATION",
"150109","264","1566","2015-04-18","-29.00","COMPARE FOODS SUPERMARKET","GROCERIES",
"150109","264","1567","2015-04-19","-14.00","NEW DEAL MARKET","ONLINE SHOPPING",
"150109","264","1568","2015-04-20","-5.00","VALLARTA SUPERMARKETS","ONLINE SHOPPING",
"150109","264","1569","2015-04-20","-8.00","MARTIN'S SUPER MARKETS","ONLINE SHOPPING",
"150109","264","1570","2015-04-20","-52.00","FRY'S MARKETPLACE","GROCERIES",
"150109","264","1571","2015-04-22","-89.00","COMPARE FOODS SUPERMARKET","GROCERIES",
"150109","264","1572","2015-04-24","-3.00","HARVEST FOODS","SHOPPING",
"150109","264","1573","2015-04-28","-84.00","DOMINO'S PIZZA","EATING OUT",
"150109","264","1574","2015-04-28","-19.00","AMSONS STATIONERS","SHOPPING",
"150110","265","1575","2013-05-31","1975.60","PAYMENT IN","PAYMENT",
"150110","266","1576","2013-06-30","1975.60","PAYMENT IN","PAYMENT",
"150110","267","1577","2013-07-31","1975.60","PAYMENT IN","PAYMENT",
"150110","268","1578","2013-08-31","1975.60","PAYMENT IN","PAYMENT",
"150110","269","1579","2013-09-30","1975.60","PAYMENT IN","PAYMENT",
"150110","270","1580","2013-10-31","1975.60","PAYMENT IN","PAYMENT",
"150110","271","1581","2013-11-30","1975.60","PAYMENT IN","PAYMENT",
"150110","272","1582","2013-12-31","1975.60","PAYMENT IN","PAYMENT",
"150110","273","1583","2014-01-31","1975.60","PAYMENT IN","PAYMENT",
"150110","274","1584","2014-02-28","1975.60","PAYMENT IN","PAYMENT",
"150110","275","1585","2014-03-31","1975.60","PAYMENT IN","PAYMENT",
"150110","276","1586","2014-04-30","1975.60","PAYMENT IN","PAYMENT",
"150110","277","1587","2014-05-31","1975.60","PAYMENT IN","PAYMENT",
"150110","278","1588","2014-06-30","1975.60","PAYMENT IN","PAYMENT",
"150110","279","1589","2014-07-31","1975.60","PAYMENT IN","PAYMENT",
"150110","280","1590","2014-08-31","1975.60","PAYMENT IN","PAYMENT",
"150110","281","1591","2014-09-30","1975.60","PAYMENT IN","PAYMENT",
"150110","282","1592","2014-10-31","1975.60","PAYMENT IN","PAYMENT",
"150110","283","1593","2014-11-30","1975.60","PAYMENT IN","PAYMENT",
"150110","284","1594","2014-12-31","1975.60","PAYMENT IN","PAYMENT",
"150110","285","1595","2015-01-31","1975.60","PAYMENT IN","PAYMENT",
"150110","286","1596","2015-02-28","1975.60","PAYMENT IN","PAYMENT",
"150110","287","1597","2015-03-31","1975.60","PAYMENT IN","PAYMENT",
"150110","288","1598","2015-04-30","1975.60","PAYMENT IN","PAYMENT",
"150111","289","1599","2013-09-01","-94.00","THE FOOD EMPORIUM","ONLINE SHOPPING",
"150111","289","1600","2013-09-01","-317.00","STRAUB'S MARKETS","SHOPPING",
"150111","289","1601","2013-09-01","-347.00","WELCOME BREAK","TRAVEL",
"150111","289","1602","2013-09-03","-305.00","BARAKAH EATERY","EATING OUT",
"150111","289","1603","2013-09-03","-240.00","SUPERONE FOODS","ONLINE SHOPPING",
"150111","289","1604","2013-09-04","-275.00","HARD ROCK CAFE","EATING OUT",
"150111","289","1605","2013-09-08","-244.00","TJX COMPANIES","ONLINE SHOPPING",
"150111","289","1606","2013-09-13","-222.00","SPORTSDIRECT","SHOPPING",
"150111","289","1607","2013-09-15","-293.00","ROUSE'S SUPERMARKET","ONLINE SHOPPING",
"150111","289","1608","2013-09-19","-107.00","HILLER'S MARKET","SHOPPING",
"150111","289","1609","2013-09-19","-35.00","GOLDEN FROG","ONLINE SHOPPING",
"150111","289","1610","2013-09-19","-327.00","SAM'S CLUB","GROCERIES",
"150111","289","1611","2013-09-23","-6.00","BALDUCCI'S","SHOPPING",
"150111","289","1612","2013-09-27","-314.00","DELHAIZE GROUP","SHOPPING",
"150111","289","1613","2013-09-29","-185.00","JOS. KUHN & CO.","ONLINE SHOPPING",
"150111","290","1614","2013-10-01","-334.00","DAVID M. BRIAN","SHOPPING",
"150111","290","1615","2013-10-06","-164.00","VEOLIA WATER CENTR","UTILITIES",
"150111","290","1616","2013-10-08","-234.00","KMART","ONLINE SHOPPING",
"150111","290","1617","2013-10-13","-136.00","MARRIOTT","ACCOMODATION",
"150111","290","1618","2013-10-16","-205.00","ROUSE'S SUPERMARKET","ONLINE SHOPPING",
"150111","290","1619","2013-10-21","-187.00","DEHOFF'S KEY MARKETS","GROCERIES",
"150111","290","1620","2013-10-23","-50.00","LOCHNERS","SHOPPING",
"150111","290","1621","2013-10-25","-147.00","FORDS FEDERATED STORE","GROCERIES",
"150111","290","1622","2013-10-27","-189.00","BROULIMS","ONLINE SHOPPING",
"150111","291","1623","2013-11-01","-115.00","STRACK & VAN TIL","ONLINE SHOPPING",
"150111","291","1624","2013-11-02","-111.00","RHUBARB","EATING OUT",
"150111","291","1625","2013-11-02","-141.00","HILTON NOTTINGHAM","ACCOMODATION",
"150111","291","1626","2013-11-04","-350.00","FAMILY DOLLAR","GROCERIES",
"150111","291","1627","2013-11-07","-12.00","TFL OYSTERCARD","TRAVEL",
"150111","291","1628","2013-11-12","-254.00","SUPER MARKET MEXICO","GROCERIES",
"150111","291","1629","2013-11-14","-202.00","WESSELMAN'S","SHOPPING",
"150111","291","1630","2013-11-18","-100.00","V. BUTLER'S STORE","SHOPPING",
"150111","291","1631","2013-11-21","-107.00","T.J. MAXX","GROCERIES",
"150111","291","1632","2013-11-21","-109.00","NEXT","SHOPPING",
"150111","291","1633","2013-11-25","-333.00","MARKS AND SPENCER","SHOPPING",
"150111","291","1634","2013-11-27","-172.00","HOUCHENS INDUSTRIES","SHOPPING",
"150111","292","1635","2013-12-01","-20.00","BJ'S WHOLESALE CLUB","SHOPPING",
"150111","292","1636","2013-12-06","-328.00","MOXIE'S","EATING OUT",
"150111","292","1637","2013-12-09","-112.00","RUPALI MAIL ORDER","SHOPPING",
"150111","292","1638","2013-12-14","-238.00","LANDIS SUPERMARKETS","SHOPPING",
"150111","292","1639","2013-12-18","-98.00","RAINBOW FOODS","ONLINE SHOPPING",
"150111","292","1640","2013-12-22","-82.00","ALLIANCE LEICESTER","CASH",
"150111","292","1641","2013-12-25","-75.00","SAITY COLLECTION","SHOPPING",
"150111","292","1642","2013-12-25","-307.00","PARIS JAURES EXT","TRAVEL",
"150111","292","1643","2013-12-27","-281.00","RIPLEYS LONDON","ENTERTAINMENT",
"150111","292","1644","2013-12-29","-260.00","BROWN & COLE","GROCERIES",
"150111","293","1645","2014-01-01","-321.00","BT GROUP PLC","TELCO",
"150111","293","1646","2014-01-02","-6.00","HOTELL NORRTULL STOCKHOLM","ACCOMODATION",
"150111","293","1647","2014-01-04","-156.00","KARNS QUALITY FOODS","SHOPPING",
"150111","293","1648","2014-01-07","-297.00","POST OFFICE LTD","SHOPPING",
"150111","293","1649","2014-01-07","-255.00","ACCESS SELF STORAG","MISC",
"150111","293","1650","2014-01-09","-37.00","TV LICENCE","FEES",
"150111","293","1651","2014-01-14","-225.00","STARBUCKS","EATING OUT",
"150111","293","1652","2014-01-18","-141.00","HOLLAND & BARRETT","SHOPPING",
"150111","293","1653","2014-01-18","-79.00","COST CUTTER","ONLINE SHOPPING",
"150111","293","1654","2014-01-23","-60.00","ASDA","GROCERIES",
"150111","293","1655","2014-01-26","-336.00","BRITISH AIRWAYS PLC","TRAVEL",
"150111","294","1656","2014-02-01","-221.00","DELTA AIR LINES","TRAVEL",
"150111","294","1657","2014-02-06","-315.00","PATHMARK","SHOPPING",
"150111","294","1658","2014-02-06","-242.00","CASH ADVANCE SERVICE FEE","FEES",
"150111","294","1659","2014-02-11","-100.00","EL SUPER","GROCERIES",
"150111","294","1660","2014-02-15","-25.00","RAINBOW FOODS","ONLINE SHOPPING",
"150111","294","1661","2014-02-17","-94.00","SHOP N' SAVE","SHOPPING",
"150111","294","1662","2014-02-20","-231.00","NORTHERN RAIL LTD","TRAVEL",
"150111","294","1663","2014-02-24","-67.00","WILSON FARMS","ONLINE SHOPPING",
"150111","295","1664","2014-03-01","-176.00","BT GROUP PLC","TELCO",
"150111","295","1665","2014-03-05","-233.00","PRIMARK STORES LTD","SHOPPING",
"150111","295","1666","2014-03-05","-248.00","ASSOCIATED WHOLESALERS","SHOPPING",
"150111","295","1667","2014-03-09","-76.00","DE BAZAR BV","EATING OUT",
"150111","295","1668","2014-03-12","-301.00","CAPITAL ONE","CREDIT CARD",
"150111","295","1669","2014-03-12","-57.00","LOOK SMART","SHOPPING",
"150111","295","1670","2014-03-12","-337.00","MI TIENDA","SHOPPING",
"150111","295","1671","2014-03-14","-1.00","COUNTRY MART","GROCERIES",
"150111","295","1672","2014-03-19","-229.00","METROPOLITAN MARKET","ONLINE SHOPPING",
"150111","295","1673","2014-03-20","-130.00","SUPERVALU INC.","GROCERIES",
"150111","295","1674","2014-03-21","-109.00","HOLLAND & BARRETT","SHOPPING",
"150111","295","1675","2014-03-26","-251.00","GREAT VALU","GROCERIES",
"150111","296","1676","2014-04-01","-161.00","DIHO SUPERMARKET","GROCERIES",
"150111","296","1677","2014-04-03","-236.00","WWW.HUMANAPPEAL.OR","CHARITY",
"150111","296","1678","2014-04-08","-151.00","LUCKY STORES","SHOPPING",
"150111","296","1679","2014-04-13","-33.00","ICELAND FROZEN FOODS","GROCERIES",
"150111","296","1680","2014-04-14","-344.00","OMNI FOODS","SHOPPING",
"150111","296","1681","2014-04-18","-325.00","WWW.HUMANAPPEAL.OR","CHARITY",
"150111","296","1682","2014-04-18","-180.00","ADMIRAL INSURANCE","INSURANCE",
"150111","296","1683","2014-04-23","-236.00","GREAT BARR ST","FUEL",
"150111","296","1684","2014-04-23","-81.00","CARALUZZI'S","GROCERIES",
"150111","296","1685","2014-04-26","-74.00","OYSTERCARD WEB","TRAVEL",
"150111","296","1686","2014-04-27","-72.00","BROULIMS","ONLINE SHOPPING",
"150111","297","1687","2014-05-01","-53.00","HOTEL GRAMONT","ACCOMODATION",
"150111","297","1688","2014-05-04","-269.00","ROCHE BROS.","GROCERIES",
"150111","297","1689","2014-05-09","-144.00","EASTCOTE SERVICE ST","FUEL",
"150111","297","1690","2014-05-12","-122.00","PARIS JAURES EXT","TRAVEL",
"150111","297","1691","2014-05-17","-248.00","STEWART'S SHOPS","ONLINE SHOPPING",
"150111","297","1692","2014-05-21","-247.00","PRICE CHOPPER","ONLINE SHOPPING",
"150111","297","1693","2014-05-21","-328.00","RICE SUPERMARKETS","SHOPPING",
"150111","297","1694","2014-05-26","-218.00","UNIFIED GROCERS","ONLINE SHOPPING",
"150111","297","1695","2014-05-28","-199.00","SHURFINE MARKETS","GROCERIES",
"150111","298","1696","2014-06-01","-100.00","GROCER'S PRIDE","ONLINE SHOPPING",
"150111","298","1697","2014-06-04","-325.00","STAGE","SHOPPING",
"150111","298","1698","2014-06-09","-177.00","HOTEL IBIS CRETEIL","ACCOMODATION",
"150111","298","1699","2014-06-11","-93.00","SAVE-A-LOT","SHOPPING",
"150111","298","1700","2014-06-16","-299.00","SMRT TAXIS","TRAVEL",
"150111","298","1701","2014-06-17","-311.00","STOP & SHOP","SHOPPING",
"150111","298","1702","2014-06-22","-118.00","HUDSON HOTEL (MOTO)","ACCOMODATION",
"150111","298","1703","2014-06-25","-151.00","TESCO","GROCERIES",
"150111","298","1704","2014-06-29","-106.00","STEWART'S SHOPS","ONLINE SHOPPING",
"150111","299","1705","2014-07-01","-63.00","MCAFEE COM","ONLINE SHOPPING",
"150111","299","1706","2014-07-01","-219.00","LATINO EXPRESS GROCERY","SHOPPING",
"150111","299","1707","2014-07-02","-199.00","H-E-B PLUS","GROCERIES",
"150111","299","1708","2014-07-02","-30.00","HAMMERHEAD COYOTE","EATING OUT",
"150111","299","1709","2014-07-03","-21.00","SMITH'S MARKETPLACE","SHOPPING",
"150111","299","1710","2014-07-04","-150.00","ALCO","GROCERIES",
"150111","299","1711","2014-07-04","-311.00","EASTCOTE SERVICE ST","FUEL",
"150111","299","1712","2014-07-06","-78.00","O2 UK PAY & GO","MOBILE",
"150111","299","1713","2014-07-10","-124.00","THRIFTWAY","ONLINE SHOPPING",
"150111","299","1714","2014-07-11","-225.00","VINCI PARK SERVICE","FUEL",
"150111","299","1715","2014-07-13","-335.00","WA DULLES HILTON 64279","ACCOMODATION",
"150111","299","1716","2014-07-17","-33.00","ACME FRESH MARKET","SHOPPING",
"150111","299","1717","2014-07-18","-99.00","PRICERITE","GROCERIES",
"150111","299","1718","2014-07-23","-176.00","RUPALI MAIL ORDER","SHOPPING",
"150111","299","1719","2014-07-28","-238.00","MARS","SHOPPING",
"150111","299","1720","2014-07-30","-256.00","QUALITY FOODS","SHOPPING",
"150111","300","1721","2014-08-01","-234.00","KEG 500 RICHMOND HILL","EATING OUT",
"150111","300","1722","2014-08-06","-247.00","TM LEWIN","SHOPPING",
"150111","300","1723","2014-08-06","-85.00","GREAT WALL SUPERMARKET","GROCERIES",
"150111","300","1724","2014-08-10","-130.00","SUPERONE FOODS","ONLINE SHOPPING",
"150111","300","1725","2014-08-13","-145.00","BI-LO","GROCERIES",
"150111","300","1726","2014-08-15","-81.00","PRECISE PARKLINK INC","TRAVEL",
"150111","300","1727","2014-08-18","-211.00","ACCOUNT FEE","FEES",
"150111","300","1728","2014-08-21","-250.00","MOLLIE STONE'S","GROCERIES",
"150111","300","1729","2014-08-26","-157.00","WINN-DIXIE","ONLINE SHOPPING",
"150111","300","1730","2014-08-28","-156.00","SUDBURY FARMS","ONLINE SHOPPING",
"150111","300","1731","2014-08-29","-237.00","AJ'S FINE FOODS","GROCERIES",
"150111","300","1732","2014-08-29","-227.00","MARTIN'S SUPER MARKETS","ONLINE SHOPPING",
"150111","301","1733","2014-09-01","-132.00","SUNFLOWER FARMERS MARKET","ONLINE SHOPPING",
"150111","301","1734","2014-09-06","-204.00","EL SUPER","GROCERIES",
"150111","301","1735","2014-09-11","-202.00","FELPAUSCH","GROCERIES",
"150111","301","1736","2014-09-14","-150.00","VIVA MARKETS","SHOPPING",
"150111","301","1737","2014-09-16","-122.00","MARSH","GROCERIES",
"150111","301","1738","2014-09-16","-248.00","YOUNG'S DEPARTMENT STORE","SHOPPING",
"150111","301","1739","2014-09-18","-59.00","OLLIE'S BARGAIN OUTLET","GROCERIES",
"150111","301","1740","2014-09-23","-38.00","HEATHROW AIRPORT","TRAVEL",
"150111","301","1741","2014-09-28","-96.00","MOHD MUSTAFA-ELECTRONICS","SHOPPING",
"150111","302","1742","2014-10-01","-285.00","COMPARE FOODS","SHOPPING",
"150111","302","1743","2014-10-02","-4.00","SUPERIOR SUPER WAREHOUSE","GROCERIES",
"150111","302","1744","2014-10-03","-125.00","STRACK & VAN TIL","ONLINE SHOPPING",
"150111","302","1745","2014-10-03","-78.00","FOOD EMPORIUM","ONLINE SHOPPING",
"150111","302","1746","2014-10-04","-7.00","TOPS","ONLINE SHOPPING",
"150111","302","1747","2014-10-09","-78.00","CANCER RESEARCH U","CHARITY",
"150111","302","1748","2014-10-14","-109.00","THE INDIA","EATING OUT",
"150111","302","1749","2014-10-15","-263.00","L'ANTENNE PARIS","EATING OUT",
"150111","302","1750","2014-10-18","-4.00","OLLIE'S BARGAIN OUTLET","GROCERIES",
"150111","302","1751","2014-10-20","-330.00","RENTALCARS.COM","TRAVEL",
"150111","302","1752","2014-10-22","-76.00","HANNAFORD BROTHERS COMPANY","SHOPPING",
"150111","302","1753","2014-10-24","-105.00","ELEPHANT INSURANCE SERV","INSURANCE",
"150111","302","1754","2014-10-26","-89.00","WEGMANS","SHOPPING",
"150111","302","1755","2014-10-30","-78.00","MARRIOTT","ACCOMODATION",
"150111","303","1756","2014-11-01","-152.00","BRITISH GAS SERVS","UTILITIES",
"150111","303","1757","2014-11-04","-58.00","PATEL BROTHERS","ONLINE SHOPPING",
"150111","303","1758","2014-11-04","-207.00","MARSH","GROCERIES",
"150111","303","1759","2014-11-08","-271.00","LOWE'S MARKETS","SHOPPING",
"150111","303","1760","2014-11-08","-266.00","THRIFT WAY/SHOP N BAG","ONLINE SHOPPING",
"150111","303","1761","2014-11-11","-88.00","CENTRAL MARKET","GROCERIES",
"150111","303","1762","2014-11-11","-193.00","CAFE ROUGE","EATING OUT",
"150111","303","1763","2014-11-15","-305.00","BRITISH GAS SERVS","UTILITIES",
"150111","303","1764","2014-11-18","-35.00","BROOKSHIRE GROCERY COMPANY","GROCERIES",
"150111","303","1765","2014-11-19","-271.00","RAINBOW FOODS","ONLINE SHOPPING",
"150111","303","1766","2014-11-24","-130.00","KEBABS N CURRIES","EATING OUT",
"150111","303","1767","2014-11-26","-82.00","WHOLE FOODS MARKET","ONLINE SHOPPING",
"150111","303","1768","2014-11-28","-291.00","G DESIGNERS","SHOPPING",
"150111","304","1769","2014-12-01","-153.00","MARSH","GROCERIES",
"150111","304","1770","2014-12-06","-164.00","BRAVO","ONLINE SHOPPING",
"150111","304","1771","2014-12-06","-334.00","MOTO CHERWELL VALLEY","FUEL",
"150111","304","1772","2014-12-06","-64.00","NATURAL GROCERS BY VITAMIN COTTAGE","ONLINE SHOPPING",
"150111","304","1773","2014-12-06","-105.00","NORTHERN RAIL LTD","TRAVEL",
"150111","304","1774","2014-12-06","-27.00","GIANT FOODS","SHOPPING",
"150111","304","1775","2014-12-11","-180.00","VIVA MARKETS","SHOPPING",
"150111","304","1776","2014-12-11","-114.00","BARCLAYLOAN","LOAN",
"150111","304","1777","2014-12-14","-259.00","SUPREMO SUPERMARKET","ONLINE SHOPPING",
"150111","304","1778","2014-12-14","-3.00","LUL TICKET MACHINE","TRAVEL",
"150111","304","1779","2014-12-14","-80.00","INGLES","ONLINE SHOPPING",
"150111","304","1780","2014-12-19","-308.00","LLOYDS TSB","CASH",
"150111","304","1781","2014-12-20","-70.00","SUPER ONE FOODS","ONLINE SHOPPING",
"150111","304","1782","2014-12-20","-232.00","UNIFIED GROCERS","ONLINE SHOPPING",
"150111","304","1783","2014-12-24","-225.00","AFFILIATED FOOD STORES","GROCERIES",
"150111","304","1784","2014-12-24","-224.00","HOLIDAY FOODS","ONLINE SHOPPING",
"150111","304","1785","2014-12-28","-182.00","G DESIGNERS","SHOPPING",
"150111","305","1786","2015-01-01","-342.00","DOROTHY LANE MARKET","SHOPPING",
"150111","305","1787","2015-01-01","-133.00","HOMEGOODS","SHOPPING",
"150111","305","1788","2015-01-03","-249.00","NEXT","SHOPPING",
"150111","305","1789","2015-01-04","-231.00","SULLIVAN'S FOODS","ONLINE SHOPPING",
"150111","305","1790","2015-01-06","-86.00","EDWARDS FOOD GIANT","ONLINE SHOPPING",
"150111","305","1791","2015-01-06","-174.00","ZIZZI","EATING OUT",
"150111","305","1792","2015-01-11","-44.00","ODEON/BOOKIT","ENTERTAINMENT",
"150111","305","1793","2015-01-12","-58.00","LIFESTYLE SERVICES","FEES",
"150111","305","1794","2015-01-13","-228.00","HILLER'S MARKET","SHOPPING",
"150111","305","1795","2015-01-14","-312.00","GIANT-CARLISLE","GROCERIES",
"150111","305","1796","2015-01-16","-170.00","PATHMARK","SHOPPING",
"150111","305","1797","2015-01-18","-92.00","C-TOWN","ONLINE SHOPPING",
"150111","305","1798","2015-01-20","-47.00","WEAVER'S","ONLINE SHOPPING",
"150111","305","1799","2015-01-24","-251.00","DEBENHAMS","SHOPPING",
"150111","305","1800","2015-01-28","-115.00","TIGER RETAIL","SHOPPING",
"150111","305","1801","2015-01-29","-201.00","ANDRONICO'S","GROCERIES",
"150111","305","1802","2015-01-30","-224.00","HUSA CASABLANCA","ACCOMODATION",
"150111","305","1803","2015-01-30","-84.00","MITSUWA","SHOPPING",
"150111","306","1804","2015-02-01","-234.00","FAMILY DOLLAR","GROCERIES",
"150111","306","1805","2015-02-04","-221.00","SUNSET FOODS","ONLINE SHOPPING",
"150111","306","1806","2015-02-06","-123.00","WICKES","SHOPPING",
"150111","306","1807","2015-02-11","-348.00","WAHACA","EATING OUT",
"150111","306","1808","2015-02-13","-284.00","PIGGLY WIGGLY","SHOPPING",
"150111","306","1809","2015-02-15","-51.00","INDULGE DESSERT","EATING OUT",
"150111","306","1810","2015-02-20","-122.00","D'AGOSTINO SUPERMARKETS","ONLINE SHOPPING",
"150111","306","1811","2015-02-25","-72.00","AVANZA SUPERMARKET","GROCERIES",
"150111","307","1812","2015-03-01","-157.00","LUNARDI'S","GROCERIES",
"150111","307","1813","2015-03-02","-339.00","MAGRUDER'S","ONLINE SHOPPING",
"150111","307","1814","2015-03-02","-343.00","MCAFEE COM","ONLINE SHOPPING",
"150111","307","1815","2015-03-07","-102.00","SUPERIOR SUPER WAREHOUSE","GROCERIES",
